hour,day_of_week,day_of_year,temperature_c,demand
13,3,39,4.4,21992.0
14,3,39,5.7,22318.0
15,3,39,4.9,23129.0
16,3,39,6.3,25363.0
17,3,39,8.3,26752.0
18,3,39,10.0,26327.0
19,3,39,11.5,24982.0
20,3,39,12.3,24178.0
21,3,39,13.1,23684.0
22,3,39,13.7,24165.0
23,3,39,14.3,24257.0
0,4,40,14.2,24423.0
1,4,40,12.4,23765.0
2,4,40,11.8,24317.0
3,4,40,9.9,26891.0
4,4,40,9.2,27951.0
5,4,40,8.5,27722.0
6,4,40,8.2,27301.0
7,4,40,8.5,26399.0
8,4,40,8.1,25194.0
9,4,40,8.0,23967.0
10,4,40,7.7,22787.0
11,4,40,7.3,22346.0
12,4,40,7.1,22118.0
13,4,40,7.9,22003.0
14,4,40,7.1,22306.0
15,4,40,5.9,23135.0
16,4,40,7.7,25290.0
17,4,40,10.8,26439.0
18,4,40,12.4,25982.0
19,4,40,13.0,25389.0
20,4,40,13.7,24038.0
21,4,40,14.0,23181.0
22,4,40,14.2,22795.0
23,4,40,14.4,21832.0
0,5,41,14.1,22230.0
1,5,41,12.4,22418.0
2,5,41,10.9,23134.0
3,5,41,10.4,25634.0
4,5,41,9.5,26925.0
5,5,41,8.7,26569.0
6,5,41,8.6,26260.0
7,5,41,8.4,25719.0
8,5,41,8.1,24629.0
9,5,41,7.4,23446.0
10,5,41,6.6,22735.0
11,5,41,5.5,21887.0
12,5,41,5.0,21295.0
13,5,41,5.4,21213.0
14,5,41,4.8,21466.0
15,5,41,4.5,22290.0
16,5,41,7.4,22816.0
17,5,41,11.1,22705.0
18,5,41,13.5,21335.0
19,5,41,14.9,19882.0
20,5,41,15.3,19472.0
21,5,41,15.4,18772.0
22,5,41,15.6,19030.0
23,5,41,15.8,19447.0
0,6,42,15.9,19098.0
1,6,42,14.0,18646.0
2,6,42,14.0,20475.0
3,6,42,11.0,23485.0
4,6,42,9.0,24974.0
5,6,42,6.9,24836.0
6,6,42,5.8,24694.0
7,6,42,5.2,24326.0
8,6,42,4.8,23455.0
9,6,42,4.6,22336.0
10,6,42,4.4,22057.0
11,6,42,4.1,21568.0
12,6,42,4.9,21266.0
13,6,42,4.4,21169.0
14,6,42,4.3,21216.0
15,6,42,4.6,21485.0
16,6,42,7.9,22422.0
17,6,42,10.0,22585.0
18,6,42,12.2,21925.0
19,6,42,14.0,20941.0
20,6,42,15.4,20521.0
21,6,42,16.4,20071.0
22,6,42,16.9,19872.0
23,6,42,17.1,19438.0
0,0,43,16.4,19067.0
1,0,43,14.0,18465.0
2,0,43,11.3,19703.0
3,0,43,10.0,22105.0
4,0,43,10.2,23272.0
5,0,43,9.3,23253.0
6,0,43,7.8,23874.0
7,0,43,6.7,23775.0
8,0,43,6.1,23331.0
9,0,43,6.3,21828.0
10,0,43,7.7,21560.0
11,0,43,10.6,21135.0
12,0,43,10.9,21144.0
13,0,43,6.7,21105.0
14,0,43,5.4,21214.0
15,0,43,5.3,22452.0
16,0,43,9.4,24642.0
17,0,43,11.3,25601.0
18,0,43,13.4,24566.0
19,0,43,15.3,23992.0
20,0,43,16.6,23145.0
21,0,43,17.4,21538.0
22,0,43,17.9,21028.0
23,0,43,17.9,20942.0
0,1,44,16.9,20539.0
1,1,44,14.5,20623.0
2,1,44,11.6,22404.0
3,1,44,13.6,25686.0
4,1,44,13.3,27157.0
5,1,44,12.1,26933.0
6,1,44,8.5,26241.0
7,1,44,7.3,25856.0
8,1,44,6.8,23877.0
9,1,44,7.9,22469.0
10,1,44,6.9,21861.0
11,1,44,7.2,21146.0
12,1,44,8.1,20664.0
13,1,44,10.8,20351.0
14,1,44,7.8,20921.0
15,1,44,6.7,22724.0
16,1,44,9.7,24972.0
17,1,44,12.2,25726.0
18,1,44,13.9,24930.0
19,1,44,15.2,23932.0
20,1,44,16.1,22397.0
21,1,44,17.0,21055.0
22,1,44,17.5,21026.0
23,1,44,17.5,20808.0
0,2,45,16.5,20963.0
1,2,45,14.2,20998.0
2,2,45,12.1,22951.0
3,2,45,12.4,25517.0
4,2,45,10.0,26696.0
5,2,45,9.3,26665.0
6,2,45,9.1,26196.0
7,2,45,8.5,25341.0
8,2,45,8.1,24060.0
9,2,45,7.9,22813.0
10,2,45,7.7,22225.0
11,2,45,7.7,21320.0
12,2,45,7.6,20821.0
13,2,45,9.5,20361.0
14,2,45,9.9,20716.0
15,2,45,9.5,22047.0
16,2,45,10.4,24161.0
17,2,45,11.7,25284.0
18,2,45,12.8,24531.0
19,2,45,14.2,23768.0
20,2,45,15.1,23193.0
21,2,45,15.5,23024.0
22,2,45,15.9,22526.0
23,2,45,15.9,22497.0
0,3,46,15.9,22624.0
1,3,46,14.6,22687.0
2,3,46,12.3,24299.0
3,3,46,11.0,26488.0
4,3,46,10.6,27307.0
5,3,46,9.8,26687.0
6,3,46,9.3,25860.0
7,3,46,8.5,24933.0
8,3,46,7.8,24273.0
9,3,46,7.9,22510.0
10,3,46,8.2,22168.0
11,3,46,7.7,21629.0
12,3,46,7.7,21571.0
13,3,46,10.3,21229.0
14,3,46,8.6,21490.0
15,3,46,9.0,22515.0
16,3,46,10.0,24456.0
17,3,46,11.9,25366.0
18,3,46,13.4,24102.0
19,3,46,14.8,22621.0
20,3,46,16.1,22158.0
21,3,46,17.1,21802.0
22,3,46,17.6,21988.0
23,3,46,16.4,22172.0
0,4,47,15.2,22345.0
1,4,47,14.9,21808.0
2,4,47,14.0,23339.0
3,4,47,13.4,25621.0
4,4,47,11.1,26536.0
5,4,47,10.9,26090.0
6,4,47,10.2,25439.0
7,4,47,10.4,24584.0
8,4,47,11.0,23452.0
9,4,47,11.7,22140.0
10,4,47,12.1,21815.0
11,4,47,12.1,21527.0
12,4,47,12.0,20941.0
13,4,47,12.1,20599.0
14,4,47,11.9,21087.0
15,4,47,11.7,22287.0
16,4,47,12.4,24110.0
17,4,47,13.4,24700.0
18,4,47,14.4,24050.0
19,4,47,15.7,23000.0
20,4,47,17.0,22361.0
21,4,47,18.0,22241.0
22,4,47,18.7,21939.0
23,4,47,18.4,22075.0
0,5,48,16.9,22400.0
1,5,48,16.0,22374.0
2,5,48,13.7,23088.0
3,5,48,12.4,25013.0
4,5,48,12.0,25901.0
5,5,48,11.0,25600.0
6,5,48,10.4,25118.0
7,5,48,10.0,24405.0
8,5,48,9.9,23359.0
9,5,48,10.0,22339.0
10,5,48,9.9,21653.0
11,5,48,8.9,20885.0
12,5,48,8.9,20480.0
13,5,48,10.5,20310.0
14,5,48,10.7,20152.0
15,5,48,10.9,20434.0
16,5,48,11.2,20980.0
17,5,48,11.7,21661.0
18,5,48,12.7,22037.0
19,5,48,14.2,22666.0
20,5,48,15.5,22814.0
21,5,48,16.7,22803.0
22,5,48,18.0,22988.0
23,5,48,17.7,22722.0
0,6,49,15.8,22302.0
1,6,49,14.5,22286.0
2,6,49,13.0,22690.0
3,6,49,12.1,23906.0
4,6,49,11.7,24722.0
5,6,49,11.3,24394.0
6,6,49,11.2,23733.0
7,6,49,12.0,23295.0
8,6,49,11.9,22724.0
9,6,49,11.5,21243.0
10,6,49,11.1,20799.0
11,6,49,10.7,20530.0
12,6,49,12.0,19707.0
13,6,49,11.9,19458.0
14,6,49,11.8,19556.0
15,6,49,11.8,19913.0
16,6,49,12.6,20398.0
17,6,49,13.1,20560.0
18,6,49,13.8,20722.0
19,6,49,15.6,20473.0
20,6,49,16.2,19600.0
21,6,49,16.1,18640.0
22,6,49,16.1,18425.0
23,6,49,16.2,18211.0
0,0,50,16.0,18871.0
1,0,50,15.3,19904.0
2,0,50,14.3,21564.0
3,0,50,13.5,23474.0
4,0,50,13.1,24473.0
5,0,50,13.2,24149.0
6,0,50,13.0,23546.0
7,0,50,12.8,22952.0
8,0,50,12.9,22030.0
9,0,50,13.0,20812.0
10,0,50,13.0,20323.0
11,0,50,12.9,19920.0
12,0,50,12.7,19809.0
13,0,50,13.4,19627.0
14,0,50,13.2,19821.0
15,0,50,13.2,20493.0
16,0,50,13.6,21787.0
17,0,50,13.9,22285.0
18,0,50,14.4,24029.0
19,0,50,14.1,23253.0
20,0,50,14.3,23333.0
21,0,50,15.2,23544.0
22,0,50,15.3,23209.0
23,0,50,15.0,22685.0
0,1,51,14.8,22518.0
1,1,51,14.1,22839.0
2,1,51,13.8,24300.0
3,1,51,13.5,25923.0
4,1,51,13.5,26645.0
5,1,51,13.4,26032.0
6,1,51,13.4,25169.0
7,1,51,13.3,24349.0
8,1,51,13.2,23029.0
9,1,51,13.2,21714.0
10,1,51,13.0,21357.0
11,1,51,12.9,20925.0
12,1,51,13.0,20327.0
13,1,51,13.0,20153.0
14,1,51,13.1,20506.0
15,1,51,13.0,21440.0
16,1,51,13.1,23398.0
17,1,51,13.6,24757.0
18,1,51,14.2,25867.0
19,1,51,14.5,25684.0
20,1,51,14.3,24913.0
21,1,51,13.9,25046.0
22,1,51,14.5,25388.0
23,1,51,14.3,25674.0
0,2,52,14.5,25743.0
1,2,52,13.8,25317.0
2,2,52,13.5,25657.0
3,2,52,13.4,26699.0
4,2,52,13.3,27584.0
5,2,52,13.2,26982.0
6,2,52,13.0,26230.0
7,2,52,12.5,25362.0
8,2,52,12.2,23851.0
9,2,52,12.5,22538.0
10,2,52,12.4,21827.0
11,2,52,12.3,21262.0
12,2,52,12.2,20922.0
13,2,52,12.1,20643.0
14,2,52,11.2,21219.0
15,2,52,11.0,22463.0
16,2,52,12.2,24311.0
17,2,52,13.8,25165.0
18,2,52,15.1,23977.0
19,2,52,16.1,23140.0
20,2,52,17.0,22705.0
21,2,52,17.5,22643.0
22,2,52,17.1,21935.0
23,2,52,16.5,21243.0
0,3,53,16.1,20988.0
1,3,53,16.0,21391.0
2,3,53,13.5,22604.0
3,3,53,12.4,25523.0
4,3,53,13.2,26786.0
5,3,53,12.8,26593.0
6,3,53,10.9,25845.0
7,3,53,10.0,24913.0
8,3,53,9.4,23560.0
9,3,53,9.1,22258.0
10,3,53,8.9,21801.0
11,3,53,8.8,21052.0
12,3,53,8.8,20763.0
13,3,53,9.6,20337.0
14,3,53,9.1,21011.0
15,3,53,9.5,22481.0
16,3,53,11.9,24411.0
17,3,53,13.7,24804.0
18,3,53,15.0,23613.0
19,3,53,16.3,21973.0
20,3,53,17.0,20940.0
21,3,53,17.9,20367.0
22,3,53,18.7,20088.0
23,3,53,18.3,19773.0
0,4,54,16.5,19526.0
1,4,54,15.4,20159.0
2,4,54,14.0,22014.0
3,4,54,13.8,25029.0
4,4,54,12.6,26473.0
5,4,54,11.1,26205.0
6,4,54,11.1,25397.0
7,4,54,10.4,24530.0
8,4,54,9.9,23245.0
9,4,54,9.2,21938.0
10,4,54,8.8,21516.0
11,4,54,8.7,21020.0
12,4,54,8.8,20681.0
13,4,54,9.4,20360.0
14,4,54,9.3,20688.0
15,4,54,10.1,21932.0
16,4,54,12.2,23733.0
17,4,54,14.8,24622.0
18,4,54,16.3,24113.0
19,4,54,18.5,22703.0
20,4,54,21.1,21880.0
21,4,54,22.1,21863.0
22,4,54,22.3,22188.0
23,4,54,22.3,22218.0
0,5,55,22.0,21438.0
1,5,55,20.6,20717.0
2,5,55,18.8,22485.0
3,5,55,15.4,24821.0
4,5,55,14.7,25345.0
5,5,55,13.1,24991.0
6,5,55,11.3,24244.0
7,5,55,11.2,23708.0
8,5,55,12.2,23051.0
9,5,55,12.9,21772.0
10,5,55,12.4,21141.0
11,5,55,15.6,20517.0
12,5,55,15.9,19923.0
13,5,55,14.5,19704.0
14,5,55,14.5,19747.0
15,5,55,14.1,20223.0
16,5,55,14.7,21005.0
17,5,55,15.9,20881.0
18,5,55,17.9,20606.0
19,5,55,19.2,19628.0
20,5,55,20.0,19277.0
21,5,55,20.7,18395.0
22,5,55,21.1,17654.0
23,5,55,21.7,17801.0
0,6,56,20.8,18280.0
1,6,56,19.6,18281.0
2,6,56,15.9,19832.0
3,6,56,15.0,22514.0
4,6,56,15.0,23923.0
5,6,56,13.3,23622.0
6,6,56,11.9,23178.0
7,6,56,11.6,22726.0
8,6,56,12.3,21847.0
9,6,56,13.8,21017.0
10,6,56,14.0,20336.0
11,6,56,13.7,19675.0
12,6,56,13.4,19169.0
13,6,56,14.2,18882.0
14,6,56,13.5,18996.0
15,6,56,11.4,19475.0
16,6,56,12.6,19904.0
17,6,56,13.9,19557.0
18,6,56,15.8,19084.0
19,6,56,17.4,18265.0
20,6,56,18.3,18111.0
21,6,56,19.0,17427.0
22,6,56,19.4,17065.0
23,6,56,19.2,17229.0
0,0,57,18.6,17033.0
1,0,57,16.1,18176.0
2,0,57,13.9,20335.0
3,0,57,12.9,22656.0
4,0,57,12.6,24164.0
5,0,57,12.6,24027.0
6,0,57,12.3,23480.0
7,0,57,12.4,22859.0
8,0,57,11.7,21649.0
9,0,57,11.4,20593.0
10,0,57,11.2,20455.0
11,0,57,10.6,19956.0
12,0,57,11.2,19388.0
13,0,57,11.5,19367.0
14,0,57,11.6,19951.0
15,0,57,11.2,21172.0
16,0,57,12.6,23208.0
17,0,57,13.2,24401.0
18,0,57,14.2,23975.0
19,0,57,14.9,23727.0
20,0,57,15.1,24067.0
21,0,57,15.4,24824.0
22,0,57,15.4,24506.0
23,0,57,16.1,23494.0
0,1,58,15.4,23663.0
1,1,58,14.1,23556.0
2,1,58,13.1,23798.0
3,1,58,12.9,25133.0
4,1,58,12.0,26136.0
5,1,58,10.4,25956.0
6,1,58,10.8,25367.0
7,1,58,12.0,24367.0
8,1,58,11.8,22964.0
9,1,58,10.9,21973.0
10,1,58,10.7,21150.0
11,1,58,11.0,20648.0
12,1,58,11.3,20076.0
13,1,58,10.9,19706.0
14,1,58,9.8,19987.0
15,1,58,10.1,21411.0
16,1,58,11.0,23488.0
17,1,58,12.8,24193.0
18,1,58,14.9,23547.0
19,1,58,16.4,23022.0
20,1,58,17.1,22201.0
21,1,58,17.6,21172.0
22,1,58,18.1,20692.0
23,1,58,17.9,20368.0
0,2,59,17.0,20303.0
1,2,59,15.7,20823.0
2,2,59,14.3,21745.0
3,2,59,13.7,24100.0
4,2,59,13.1,25875.0
5,2,59,13.5,25773.0
6,2,59,13.1,25230.0
7,2,59,11.0,24483.0
8,2,59,10.6,23361.0
9,2,59,10.5,22108.0
10,2,59,11.8,21310.0
11,2,59,11.9,20737.0
12,2,59,11.5,20374.0
13,2,59,11.0,20275.0
14,2,59,9.8,20732.0
15,2,59,10.7,22021.0
16,2,59,11.9,24032.0
17,2,59,13.6,24289.0
18,2,59,15.7,22852.0
19,2,59,17.5,21348.0
20,2,59,19.0,20761.0
21,2,59,19.8,20054.0
22,2,59,20.0,19326.0
23,2,59,19.1,19282.0
0,3,60,17.9,19513.0
1,3,60,16.5,20358.0
2,3,60,14.4,21837.0
3,3,60,13.3,24376.0
4,3,60,12.2,25993.0
5,3,60,12.0,25609.0
6,3,60,11.9,25065.0
7,3,60,12.3,24285.0
8,3,60,12.7,23116.0
9,3,60,12.6,21783.0
10,3,60,12.5,21080.0
11,3,60,12.7,20437.0
12,3,60,12.7,20114.0
13,3,60,12.9,20232.0
14,3,60,13.0,20126.0
15,3,60,13.2,21454.0
16,3,60,13.5,23337.0
17,3,60,13.9,24398.0
18,3,60,14.4,24594.0
19,3,60,15.4,24323.0
20,3,60,16.0,24168.0
21,3,60,16.8,23717.0
22,3,60,16.6,23876.0
23,3,60,16.7,23997.0
0,4,61,16.2,22689.0
1,4,61,15.2,22536.0
2,4,61,13.9,23280.0
3,4,61,13.0,25220.0
4,4,61,11.9,26589.0
5,4,61,11.2,26242.0
6,4,61,12.2,25585.0
7,4,61,12.4,24815.0
8,4,61,12.4,23718.0
9,4,61,12.0,22091.0
10,4,61,11.6,21425.0
11,4,61,11.8,20639.0
12,4,61,11.6,20124.0
13,4,61,12.1,19982.0
14,4,61,12.2,20540.0
15,4,61,12.4,21590.0
16,4,61,13.2,23326.0
17,4,61,13.8,24340.0
18,4,61,14.9,24809.0
19,4,61,15.1,24163.0
20,4,61,15.2,23440.0
21,4,61,15.8,23466.0
22,4,61,16.4,22747.0
23,4,61,16.3,22457.0
0,5,62,15.4,21952.0
1,5,62,14.8,22132.0
2,5,62,14.0,23377.0
3,5,62,13.8,25161.0
4,5,62,13.7,26248.0
5,5,62,13.6,25790.0
6,5,62,13.4,24922.0
7,5,62,13.3,24418.0
8,5,62,13.3,23455.0
9,5,62,13.4,22220.0
10,5,62,13.3,21663.0
11,5,62,13.0,20825.0
12,5,62,12.9,20101.0
13,5,62,13.1,19680.0
14,5,62,12.9,19741.0
15,5,62,12.5,20120.0
16,5,62,13.9,21010.0
17,5,62,14.4,21723.0
18,5,62,14.4,21552.0
19,5,62,14.2,21624.0
20,5,62,14.2,21370.0
21,5,62,14.7,21563.0
22,5,62,14.5,21391.0
23,5,62,14.5,21507.0
0,6,63,14.7,21867.0
1,6,63,13.5,21390.0
2,6,63,12.8,22108.0
3,6,63,12.7,23860.0
4,6,63,12.0,25197.0
5,6,63,11.8,24894.0
6,6,63,11.2,24394.0
7,6,63,11.5,23944.0
8,6,63,10.8,23089.0
9,6,63,11.0,21986.0
10,6,63,11.0,21405.0
11,6,63,10.6,20428.0
12,6,63,11.0,20010.0
13,6,63,10.7,19597.0
14,6,63,10.6,19568.0
15,6,63,10.6,19974.0
16,6,63,11.6,20525.0
17,6,63,13.0,20533.0
18,6,63,14.0,20695.0
19,6,63,15.5,20489.0
20,6,63,16.6,20593.0
21,6,63,16.5,20207.0
22,6,63,16.5,19982.0
23,6,63,16.2,20247.0
0,0,64,15.2,19905.0
1,0,64,14.3,19741.0
2,0,64,13.1,20570.0
3,0,64,12.5,23146.0
4,0,64,12.5,25090.0
5,0,64,10.7,25110.0
6,0,64,9.9,24565.0
7,0,64,9.5,23938.0
8,0,64,8.8,22787.0
9,0,64,8.6,21613.0
10,0,64,9.4,21252.0
11,0,64,9.2,20722.0
12,0,64,8.0,19896.0
13,0,64,7.7,19917.0
14,0,64,8.1,20664.0
15,0,64,9.1,21924.0
16,0,64,10.6,23902.0
17,0,64,12.4,24652.0
18,0,64,13.8,23233.0
19,0,64,15.1,22685.0
20,0,64,16.3,22484.0
21,0,64,17.5,22419.0
22,0,64,18.5,21928.0
23,0,64,16.1,21429.0
0,1,65,14.6,21307.0
1,1,65,14.2,21100.0
2,1,65,12.4,22499.0
3,1,65,11.3,24889.0
4,1,65,11.2,26694.0
5,1,65,11.0,26632.0
6,1,65,10.4,25970.0
7,1,65,9.5,25096.0
8,1,65,9.1,23414.0
9,1,65,9.1,22239.0
10,1,65,9.0,21634.0
11,1,65,8.6,21377.0
12,1,65,8.1,21158.0
13,1,65,8.4,21003.0
14,1,65,8.5,20904.0
15,1,65,9.4,22458.0
16,1,65,12.1,24247.0
17,1,65,13.4,24730.0
18,1,65,14.7,23399.0
19,1,65,16.3,22664.0
20,1,65,17.5,22685.0
21,1,65,18.4,22562.0
22,1,65,18.5,22167.0
23,1,65,18.2,22204.0
0,2,66,17.3,21655.0
1,2,66,14.8,21765.0
2,2,66,13.5,22647.0
3,2,66,11.9,24763.0
4,2,66,12.6,26675.0
5,2,66,11.3,26718.0
6,2,66,11.4,25623.0
7,2,66,10.6,24497.0
8,2,66,10.3,23258.0
9,2,66,10.0,21809.0
10,2,66,9.7,21687.0
11,2,66,10.1,21258.0
12,2,66,9.0,20400.0
13,2,66,10.6,20347.0
14,2,66,9.7,20634.0
15,2,66,10.2,22000.0
16,2,66,11.9,23770.0
17,2,66,13.5,24432.0
18,2,66,14.9,23913.0
19,2,66,15.6,23391.0
20,2,66,15.2,22973.0
21,2,66,13.8,22368.0
22,2,66,13.5,22446.0
23,2,66,13.2,23569.0
0,3,67,13.0,23489.0
1,3,67,12.3,24108.0
2,3,67,11.8,24763.0
3,3,67,11.9,25930.0
4,3,67,11.7,26950.0
5,3,67,11.4,26368.0
6,3,67,8.9,25440.0
7,3,67,9.2,24606.0
8,3,67,9.2,23372.0
9,3,67,8.0,22264.0
10,3,67,9.0,22028.0
11,3,67,11.0,21412.0
12,3,67,7.7,21351.0
13,3,67,9.7,21057.0
14,3,67,10.1,21213.0
15,3,67,9.2,22349.0
16,3,67,11.2,24152.0
17,3,67,12.7,25033.0
18,3,67,14.8,24373.0
19,3,67,17.4,23720.0
20,3,67,18.4,22389.0
21,3,67,18.2,22351.0
22,3,67,17.3,22002.0
23,3,67,16.3,21229.0
0,4,68,16.4,21188.0
1,4,68,13.2,20914.0
2,4,68,13.0,22718.0
3,4,68,12.0,24772.0
4,4,68,10.9,26514.0
5,4,68,10.6,25886.0
6,4,68,10.1,25052.0
7,4,68,9.6,24445.0
8,4,68,9.1,23244.0
9,4,68,8.8,22061.0
10,4,68,8.6,22016.0
11,4,68,8.6,21404.0
12,4,68,8.1,20830.0
13,4,68,10.6,20482.0
14,4,68,8.7,20946.0
15,4,68,10.0,22251.0
16,4,68,10.9,23887.0
17,4,68,12.5,23847.0
18,4,68,14.1,22176.0
19,4,68,15.6,20428.0
20,4,68,17.5,19987.0
21,4,68,18.6,19460.0
22,4,68,18.8,19178.0
23,4,68,17.8,19211.0
0,5,69,16.5,19222.0
1,5,69,15.6,19626.0
2,5,69,13.5,21059.0
3,5,69,14.0,23278.0
4,5,69,11.7,24904.0
5,5,69,10.6,24806.0
6,5,69,9.0,24307.0
7,5,69,8.7,23799.0
8,5,69,9.4,22763.0
9,5,69,9.5,21729.0
10,5,69,9.3,21368.0
11,5,69,12.0,20706.0
12,5,69,11.8,20130.0
13,5,69,13.0,19947.0
14,5,69,12.6,19897.0
15,5,69,11.4,20352.0
16,5,69,12.9,20643.0
17,5,69,14.6,20337.0
18,5,69,16.7,19445.0
19,5,69,18.3,19478.0
20,5,69,19.7,19385.0
21,5,69,20.6,18866.0
22,5,69,20.7,18645.0
23,5,69,20.4,18319.0
0,6,70,19.6,17596.0
1,6,70,17.4,17747.0
2,6,70,14.3,18793.0
3,6,70,14.7,21422.0
4,6,70,14.3,23575.0
5,6,70,12.1,23516.0
6,6,70,11.1,22983.0
7,6,70,10.1,22474.0
8,6,70,9.4,21611.0
9,6,70,9.0,20720.0
10,6,70,10.6,20246.0
11,6,70,11.5,19650.0
12,6,70,11.8,19452.0
13,6,70,12.3,19185.0
14,6,70,11.8,19360.0
15,6,70,11.1,19963.0
16,6,70,12.8,20414.0
17,6,70,14.7,19919.0
18,6,70,16.3,18758.0
19,6,70,17.8,17876.0
20,6,70,19.1,17625.0
21,6,70,20.0,17040.0
22,6,70,20.3,16306.0
23,6,70,19.8,16051.0
0,0,71,18.3,16332.0
1,0,71,16.1,18176.0
2,0,71,14.2,19802.0
3,0,71,12.6,22013.0
4,0,71,13.6,23558.0
5,0,71,11.7,23553.0
6,0,71,10.6,23017.0
7,0,71,10.0,21943.0
8,0,71,9.6,20688.0
9,0,71,9.4,20418.0
10,0,71,9.1,19766.0
11,0,71,8.9,19379.0
12,0,71,9.2,19333.0
13,0,71,10.7,19629.0
14,0,71,10.7,20766.0
15,0,71,11.0,23130.0
16,0,71,12.0,25032.0
17,0,71,13.5,24575.0
18,0,71,14.5,22876.0
19,0,71,16.4,21939.0
20,0,71,17.8,20707.0
21,0,71,18.6,20405.0
22,0,71,17.7,20021.0
23,0,71,16.7,19982.0
0,1,72,16.0,20052.0
1,1,72,15.9,20700.0
2,1,72,13.7,22221.0
3,1,72,12.2,24298.0
4,1,72,12.9,25749.0
5,1,72,12.7,25469.0
6,1,72,11.4,24724.0
7,1,72,10.9,23282.0
8,1,72,10.1,22128.0
9,1,72,10.2,21064.0
10,1,72,9.7,20301.0
11,1,72,10.0,20151.0
12,1,72,9.7,20151.0
13,1,72,10.0,20257.0
14,1,72,9.6,21327.0
15,1,72,10.6,23451.0
16,1,72,12.6,24920.0
17,1,72,13.8,25313.0
18,1,72,15.3,24706.0
19,1,72,16.7,23373.0
20,1,72,17.8,23309.0
21,1,72,18.4,23836.0
22,1,72,17.9,23995.0
23,1,72,16.9,22964.0
0,2,73,16.3,22140.0
1,2,73,15.4,21575.0
2,2,73,14.2,22453.0
3,2,73,13.2,24003.0
4,2,73,12.7,25439.0
5,2,73,12.1,25359.0
6,2,73,12.0,24766.0
7,2,73,11.5,23424.0
8,2,73,10.7,22115.0
9,2,73,10.0,21678.0
10,2,73,9.5,20824.0
11,2,73,9.2,20472.0
12,2,73,9.5,20022.0
13,2,73,12.2,20407.0
14,2,73,12.4,21818.0
15,2,73,12.3,24042.0
16,2,73,12.6,25344.0
17,2,73,13.3,25098.0
18,2,73,14.7,23591.0
19,2,73,16.1,21678.0
20,2,73,17.2,21028.0
21,2,73,18.5,20307.0
22,2,73,19.5,19940.0
23,2,73,19.6,20035.0
0,3,74,19.3,20265.0
1,3,74,17.6,19966.0
2,3,74,14.9,21565.0
3,3,74,13.8,23509.0
4,3,74,12.8,25457.0
5,3,74,12.1,25432.0
6,3,74,11.1,24826.0
7,3,74,10.9,23490.0
8,3,74,10.6,22243.0
9,3,74,10.4,21300.0
10,3,74,9.6,20405.0
11,3,74,8.6,20231.0
12,3,74,8.3,20248.0
13,3,74,10.0,20405.0
14,3,74,9.3,21569.0
15,3,74,11.6,23594.0
16,3,74,14.5,24751.0
17,3,74,16.3,24605.0
18,3,74,17.1,22369.0
19,3,74,17.6,21203.0
20,3,74,18.5,19664.0
21,3,74,19.3,19396.0
22,3,74,20.2,19235.0
23,3,74,19.9,18805.0
0,4,75,20.0,18830.0
1,4,75,18.4,19214.0
2,4,75,16.3,21340.0
3,4,75,13.7,23382.0
4,4,75,14.6,25270.0
5,4,75,11.5,25368.0
6,4,75,10.4,24818.0
7,4,75,9.5,23463.0
8,4,75,8.6,22502.0
9,4,75,8.7,21507.0
10,4,75,9.6,20743.0
11,4,75,8.3,20291.0
12,4,75,8.5,20286.0
13,4,75,11.7,20407.0
14,4,75,9.7,21438.0
15,4,75,10.1,23417.0
16,4,75,12.4,24641.0
17,4,75,14.4,24137.0
18,4,75,16.0,22199.0
19,4,75,17.0,19749.0
20,4,75,17.6,19196.0
21,4,75,16.1,19207.0
22,4,75,15.9,19783.0
23,4,75,15.8,19560.0
0,5,76,15.0,19142.0
1,5,76,16.3,19770.0
2,5,76,14.1,21597.0
3,5,76,12.5,23259.0
4,5,76,11.2,24796.0
5,5,76,11.0,24552.0
6,5,76,11.2,24054.0
7,5,76,11.5,22949.0
8,5,76,11.2,21871.0
9,5,76,10.4,21014.0
10,5,76,10.3,20150.0
11,5,76,10.1,19492.0
12,5,76,9.0,19420.0
13,5,76,11.9,19216.0
14,5,76,11.5,19761.0
15,5,76,11.2,20764.0
16,5,76,13.1,21433.0
17,5,76,14.5,21161.0
18,5,76,15.9,20103.0
19,5,76,17.1,18627.0
20,5,76,18.1,17735.0
21,5,76,18.4,16619.0
22,5,76,18.9,16545.0
23,5,76,17.5,16523.0
0,6,77,16.9,16734.0
1,6,77,16.7,17427.0
2,6,77,14.8,19263.0
3,6,77,13.3,21459.0
4,6,77,13.4,23060.0
5,6,77,11.4,23072.0
6,6,77,10.8,22734.0
7,6,77,9.9,21862.0
8,6,77,9.7,20751.0
9,6,77,9.5,20396.0
10,6,77,9.4,19474.0
11,6,77,9.4,18925.0
12,6,77,9.4,18587.0
13,6,77,9.4,18542.0
14,6,77,8.7,18829.0
15,6,77,10.5,19699.0
16,6,77,12.0,20134.0
17,6,77,14.1,19746.0
18,6,77,15.8,18091.0
19,6,77,17.2,17916.0
20,6,77,18.6,17531.0
21,6,77,19.6,17224.0
22,6,77,20.1,17215.0
23,6,77,19.3,16333.0
0,0,78,17.6,15424.0
1,0,78,17.7,16926.0
2,0,78,16.5,18632.0
3,0,78,14.7,21298.0
4,0,78,13.3,23346.0
5,0,78,12.8,23380.0
6,0,78,12.9,22581.0
7,0,78,12.2,21503.0
